time,mv
123,26.3
123.2,25.3
123.4,26.3
123.6,25.8
123.8,26
124,25.8
124.2,26.3
124.4,26
124.6,26.3
124.8,25.8
125,26
125.2,25.8
125.4,26
125.6,25.8
125.8,26.5
126,26.3
126.2,26
126.4,26.3
126.6,26
126.8,26.3
127,26.5
127.2,26.3
127.4,27
127.6,26.3
127.8,26.5
128,26
128.2,26.5
128.4,25.8
128.6,26
128.8,26.5
129,26
129.2,26.3
129.4,26
129.6,27.3
129.8,26.5
130,26.3
130.2,26
130.4,26.3
130.6,27
130.8,26.3
131,27
131.2,26.5
131.4,26.3
131.6,26
131.8,26.8
132,26.3
132.2,26
132.4,26.3
132.6,27
132.8,26.3
133,26.8
133.2,26.5
133.4,26.8
133.6,27
133.8,26.5
134,26.8
134.2,26
134.4,26.5
134.6,26.3
134.8,26.5
135,26.8
135.2,27.3
135.4,27
135.6,26.3
135.8,26.5
136,26.8
136.2,26.5
136.4,26.8
136.6,27
136.8,27.3
137,25.8
137.2,26.8
137.4,27
137.6,26.5
137.8,25.8
138,26.8
138.2,27.5
138.4,27
138.6,27.5
138.8,27.3
139,28.2
139.2,27
139.4,26.8
139.6,27
139.8,26
140,27
140.2,26.3
140.4,26
140.6,26.5
140.8,27
141,26.8
141.2,26.5
141.4,26.3
141.6,27
141.8,26.8
142,27.5
142.2,27.3
142.4,26.3
142.6,26.8
142.8,26.3
143,26.8
143.2,26.5
143.4,26.8
143.6,26.3
143.8,27
144,26.8
144.2,26.5
144.4,27
144.6,26.3
144.8,26.5
145,26.8
145.2,26.8
145.4,26
145.6,27.3
145.8,26.8
146,26.5
146.2,27.3
146.4,28
146.6,27.5
146.8,28.2
147,28.5
147.2,27.5
147.4,27.3
147.6,27.5
147.8,27.3
148,27.7
148.2,27.3
148.4,27.7
148.6,26.8
148.8,27
149,27.3
149.2,27
149.4,26.8
149.6,26.5
149.8,27.3
150,27.5
150.2,27.7
150.4,27.3
150.6,27
150.8,26.5
151,27
151.2,27.3
151.4,26.5
151.6,27
151.8,27.5
152,27.7
152.2,26.5
152.4,26.8
152.6,26.5
152.8,27.3
153,27.7
153.2,27.3
153.4,26.8
153.6,27.7
153.8,27.5
154,27.7
154.2,26.5
154.4,27.7
154.6,27
154.8,26.8
155,27.3
155.2,28
155.4,27.5
155.6,28
155.8,27.5
156,26.8
156.2,27.3
156.4,27.7
156.6,27.3
156.8,27.5
157,28.2
157.2,27.5
157.4,27.3
157.6,26.5
157.8,26.8
158,27.3
158.2,28
158.4,26.8
158.6,27
158.8,26.8
159,28.5
159.2,28
159.4,27.5
159.6,27.3
159.8,26.5
160,28
160.2,27.5
160.4,27.3
160.6,26.5
160.8,27.5
161,28.2
161.2,27.5
161.4,27.3
161.6,26.3
161.8,26.8
162,28
162.2,27.3
162.4,26.3
162.6,27
162.8,27.5
163,27.3
163.2,27
163.4,27.5
163.6,28.2
163.8,26.8
164,27.3
164.2,26.3
164.4,27.3
164.6,27.7
164.8,27.5
165,28.2
165.2,27.3
165.4,27
165.6,27.7
165.8,27
166,26.5
166.2,26.8
166.4,27
166.6,26.8
166.8,26.3
167,26.5
167.2,26.3
167.4,27.5
167.6,26.8
167.8,27.3
168,26.5
168.2,26.8
168.4,26.5
168.6,27
168.8,27.5
169,27.3
169.2,27.5
169.4,27.3
169.6,27
169.8,26.5
170,27
170.2,27.7
170.4,26.8
170.6,26.5
170.8,27.3
171,27
171.2,27.5
171.4,28
171.6,27
171.8,26.8
172,27.5
172.2,27.3
172.4,26.8
172.6,27.5
172.8,26.5
173,27
173.2,26.3
173.4,27.3
173.6,27.5
173.8,26.8
174,27.5
174.2,27
174.4,26.8
174.6,27.5
174.8,27.7
175,27.5
175.2,27
175.4,26.3
175.6,27.3
175.8,26.8
176,27.3
176.2,26.5
176.4,27.3
176.6,27.7
176.8,27.3
177,26.5
177.2,26.8
177.4,26.3
177.6,26.8
177.8,27.3
178,26.5
178.2,28
178.4,27.3
178.6,26.5
178.8,27
179,26.5
179.2,26.8
179.4,27
179.6,26
179.8,26.8
180,27
180.2,27.7
180.4,26.3
180.6,25.8
180.8,26.5
181,27
181.2,26.5
181.4,26.8
181.6,26.5
181.8,28
182,26.5
182.2,27
182.4,27.7
182.6,27
182.8,27.3
183,27.5
183.2,26.5
183.4,27
183.6,26.5
183.8,26.3
184,27.7
184.2,26.5
184.4,27
184.6,26.3
184.8,26.8
185,26
185.2,27.3
185.4,27.5
185.6,26.8
185.8,27.3
186,27
186.2,28
186.4,27
186.6,27.3
186.8,26.8
187,26.3
187.2,27.3
187.4,27
187.6,26.3
187.8,26.5
188,26.8
188.2,26.5
188.4,26
188.6,26.8
188.8,25.8
189,26.3
189.2,26
189.4,26.8
189.6,26
189.8,26.3
190,26.8
190.2,27.3
190.4,26.5
190.6,26.8
190.8,27
191,26.8
191.2,26.5
191.4,26.8
191.6,27.3
191.8,27.5
192,26.8
192.2,26.3
192.4,27
192.6,26.5
192.8,26.8
193,26.5
193.2,27
193.4,27.7
193.6,27.5
193.8,26.8
194,26.5
194.2,26.3
194.4,26.8
194.6,27
194.8,27.3
195,26.8
195.2,26.5
195.4,26.3
195.6,27
195.8,26.3
196,27.3
196.2,27
196.4,27.5
196.6,26.8
196.8,27.3
197,26.8
197.2,26.5
197.4,27
197.6,26.5
197.8,26.8
198,27.3
198.2,26.8
198.4,26.5
198.6,27
198.8,27.3
199,26.8
199.2,26.3
199.4,27.3
199.6,27.5
199.8,26.3
200,27.5
200.2,26.8
200.4,27.3
200.6,27
200.8,28
201,27
201.2,26.8
201.4,27
201.6,27.3
201.8,26.3
202,26.5
202.2,26.8
202.4,26.5
202.6,26.8
202.8,26
203,26.5
203.2,26.3
203.4,26
203.6,26.5
203.8,27.3
204,26.5
204.2,25.8
204.4,26.3
204.6,26.8
204.8,26.3
205,26
205.2,26.5
205.4,26.3
205.6,26.8
205.8,26.5
206,27
206.2,25.8
206.4,26.5
206.6,27.5
206.8,26.5
207,26
207.2,26.3
207.4,26
207.6,27
207.8,25.8
208,27
208.2,26
208.4,25.5
208.6,26.8
208.8,26
209,26.3
209.2,26
209.4,26.5
209.6,26.3
209.8,26.8
210,26.3
210.2,26
210.4,26.8
210.6,25.8
210.8,26.5
211,27.3
211.2,26.3
211.4,26
211.6,26.5
211.8,26.3
212,26.8
212.2,26.5
212.4,26.8
212.6,26.3
212.8,26.8
213,26.5
213.2,25.8
213.4,26.5
213.6,27.3
213.8,26.5
214,27.3
214.2,26.5
214.4,27
214.6,26
214.8,26.8
215,27.5
215.2,26.3
215.4,26.5
215.6,27
215.8,26.8
216,27.5
216.2,26.5
216.4,27
216.6,26.3
216.8,26.8
217,27.3
217.2,26.3
217.4,26
217.6,27
217.8,26
218,26.3
218.2,27
218.4,26
218.6,26.3
218.8,27
219,27.3
219.2,26.8
219.4,27.3
219.6,26.8
219.8,26.3
220,26.5
220.2,27.5
220.4,26.5
220.6,26.3
220.8,26.5
221,26.8
221.2,26.3
221.4,26.8
221.6,26.5
221.8,26.3
222,25.8
222.2,26.5
222.4,26.3
222.6,26.5
222.8,26.5
223,27
223.2,26.8
223.4,27
223.6,26.3
223.8,26
224,27.3
224.2,26
224.4,26.3
224.6,26.5
224.8,26.3
225,26.5
225.2,27
225.4,27.5
225.6,27
225.8,26.5
226,25.8
226.2,26.8
226.4,25.8
226.6,25.5
226.8,26.5
227,25.8
227.2,26.8
227.4,27
227.6,26.5
227.8,27
228,26
228.2,26.3
228.4,27.3
228.6,26.3
228.8,26
229,25.8
229.2,26
229.4,25.5
229.6,25.8
229.8,26
230,26.8
230.2,26.3
230.4,26
230.6,25.8
230.8,26
231,26.8
231.2,25.3
231.4,25.8
231.6,26.3
231.8,26
232,25.5
232.2,26.3
232.4,25.3
232.6,26.8
232.8,26.5
233,26.3
233.2,25.8
233.4,26.3
233.6,27
233.8,25.8
234,26
234.2,25.8
234.4,26.8
234.6,27
234.8,26
235,25.8
235.2,26.3
235.4,26.5
235.6,27.5
235.8,27
236,26.8
236.2,26.5
236.4,26.3
236.6,26.8
236.8,27
237,26.8
237.2,26.3
237.4,27.3
237.6,26.8
237.8,27.3
238,26.8
238.2,27
238.4,26.8
238.6,27
238.8,26
239,26.5
239.2,27
239.4,26
239.6,26.5
239.8,27
240,26.3
240.2,26
240.4,26.3
240.6,26.5
240.8,27.3
241,26.8
241.2,27.3
241.4,26.8
241.6,26.3
241.8,26
242,26.3
242.2,26
242.4,26.5
242.6,27
242.8,26.5
243,26.3
243.2,25.5
243.4,26.3
243.6,26.5
243.8,26.3
244,26
244.2,26.8
244.4,26.3
244.6,25.8
244.8,26.5
245,26.8
245.2,27
245.4,26.5
245.6,25.8
245.8,26.3
246,25.5
246.2,25.8
246.4,27.3
246.6,26.8
246.8,26.5
247,27
247.2,26.5
247.4,26.3
247.6,26.8
247.8,27
248,27.3
248.2,26.8
248.4,26.3
248.6,27
248.8,26.5
249,27
249.2,26.5
249.4,25.8
249.6,26.3
249.8,26.8
250,27
250.2,26.5
250.4,27
250.6,26.5
250.8,26.3
251,26.8
251.2,26.3
251.4,26.5
251.6,26.3
251.8,27
252,26.3
252.2,26.8
252.4,26.5
252.6,27
252.8,26.5
253,27
253.2,27.3
253.4,26.5
253.6,27
253.8,26.8
254,26.5
254.2,26
254.4,26.3
254.6,27
254.8,26.5
255,26
255.2,26.3
255.4,25.8
255.6,26.3
255.8,26
256,26.5
256.2,26
256.4,26.3
256.6,27
256.8,26.5
257,26
257.2,27.3
257.4,26.5
257.6,26.3
257.8,26.5
258,27
258.2,26.8
258.4,26.3
258.6,26
258.8,25.8
259,27
259.2,26.8
259.4,26.5
259.6,25.8
259.8,26.3
260,25.8
260.2,26.5
260.4,26.3
260.6,25.8
260.8,27
261,27.3
261.2,26.3
261.4,26.5
261.6,27
261.8,26.8
262,26
262.2,26.5
262.4,26.3
262.6,27
262.8,26.5
263,26.3
263.2,26.5
263.4,27.3
263.6,26.3
263.8,26.5
264,26.5
264.2,26.3
264.4,27
264.6,26.8
264.8,26.5
265,26
265.2,25.8
265.4,26.5
265.6,26.3
265.8,26
266,26.5
266.2,26.8
266.4,25.8
266.6,25.5
266.8,26
267,25.8
267.2,26.5
267.4,25.1
267.6,25.8
267.8,26
268,26.5
268.2,27
268.4,25.8
268.6,26.5
268.8,25.8
269,26
269.2,25.8
269.4,26.3
269.6,26.8
269.8,25.8
270,26
270.2,25.5
270.4,26
270.6,26.3
270.8,25.8
271,26.5
271.2,26
271.4,27
271.6,26.5
271.8,27.3
272,26.5
272.2,27
272.4,26.5
272.6,26
272.8,26.3
273,26.5
273.2,26
273.4,26.3
273.6,26.5
273.8,26.3
274,26.5
274.2,26.8
274.4,27
274.6,26.3
274.8,26.8
275,26
275.2,26.3
275.4,26.5
275.6,26.3
275.8,24.8
276,26.8
276.2,25.8
276.4,26.5
276.6,26
276.8,26.3
277,26.8
277.2,26.3
277.4,26.5
277.6,26.8
277.8,27.5
278,27.3
278.2,26.3
278.4,27
278.6,27.5
278.8,26.8
279,27.3
279.2,28.2
279.4,26.5
279.6,26.8
279.8,26.3
280,26.5
280.2,26.8
280.4,26.5
280.6,27
280.8,26.3
281,27
281.2,26
281.4,26.5
281.6,26.8
281.8,26
282,26.5
282.2,26.8
282.4,26.5
282.6,26.8
282.8,26.5
283,27
283.2,26
283.4,26.3
283.6,26
283.8,25.8
284,26.5
284.2,25.1
284.4,26.5
284.6,26
284.8,26.5
285,26
285.2,25.5
285.4,25.8
285.6,26
285.8,26.5
286,26.3
286.2,26.5
286.4,25.8
286.6,26.8
286.8,26.5
287,26.8
287.2,25.8
287.4,25.5
287.6,26
287.8,25.8
288,26
288.2,25.8
288.4,25.5
288.6,26.8
288.8,26
289,25.5
289.2,25.3
289.4,25.8
289.6,25.5
289.8,25.1
290,25.5
290.2,25.1
290.4,25.8
290.6,25.3
290.8,25.5
291,25.3
291.2,24.8
291.4,26
291.6,25.5
291.8,26
292,25.3
292.2,25.5
292.4,25.8
292.6,25.3
292.8,26.5
293,26.3
293.2,25.5
293.4,26.3
293.6,25.8
293.8,26.3
294,26
294.2,25.5
294.4,26.3
294.6,25.8
294.8,26.3
295,25.8
295.2,27
295.4,26.3
295.6,25.8
295.8,25.5
296,26
296.2,25.8
296.4,26.3
296.6,26.8
296.8,26
297,26.5
297.2,26
297.4,25.5
297.6,25.8
297.8,26
298,25.5
298.2,26
298.4,26.5
298.6,25.8
298.8,26
299,26.5
299.2,25.8
299.4,26.3
299.6,26
299.8,25.8
300,27
300.2,26.3
300.4,26
300.6,25.8
300.8,26.3
301,25.8
301.2,25.5
301.4,26.5
301.6,26
301.8,25.8
302,25.1
302.2,25.1
302.4,25.5
302.6,25.8
302.8,26.3
303,25.5
303.2,25.3
303.4,25.5
303.6,25.8
303.8,25.3
304,26
304.2,25.3
304.4,25.8
304.6,26
304.8,25.5
305,26.3
305.2,25.3
305.4,26
305.6,25.3
305.8,25.1
306,25.5
306.2,26
306.4,25.1
306.6,25.8
306.8,25.5
307,25.8
307.2,25.3
307.4,25.5
307.6,25.8
307.8,25.3
308,25.5
308.2,25.3
308.4,25.8
308.6,26.5
308.8,26.3
309,26
309.2,26.3
309.4,25.3
309.6,25.5
309.8,25.3
310,26.3
310.2,26.5
310.4,25.5
310.6,25.8
310.8,25.3
311,25.8
311.2,25.5
311.4,24.3
311.6,25.8
311.8,26
312,25.8
312.2,26.5
312.4,26
312.6,25.1
312.8,25.8
313,25.5
313.2,25.3
313.4,26
313.6,25.5
313.8,26.3
314,25.5
314.2,25.1
314.4,25.3
314.6,25.5
314.8,25.8
315,25.3
315.2,25.1
315.4,25.5
315.6,25.3
315.8,25.8
316,26
316.2,25.3
316.4,25.5
316.6,24.8
316.8,25.5
317,25.3
317.2,25.5
317.4,25.3
317.6,26
317.8,25.8
318,25.5
318.2,25.3
318.4,25.8
318.6,25.3
318.8,25.8
319,26
319.2,25.1
319.4,25.5
319.6,25.3
319.8,26
320,26.3
320.2,25.5
320.4,26.5
320.6,26.3
320.8,25.8
321,26.3
321.2,26
321.4,25.5
321.6,26.3
321.8,25.8
322,25.3
322.2,25.8
322.4,26.3
322.6,25.8
322.8,26
323,25.5
323.2,26
323.4,26.3
323.6,25.8
323.8,25.5
324,25.8
324.2,25.5
324.4,25.3
324.6,26.3
324.8,25.8
325,25.5
325.2,25.8
325.4,26.8
325.6,26
325.8,25.5
326,26
326.2,26.3
326.4,25.3
326.6,24.8
326.8,25.3
327,25.8
327.2,26
327.4,25.3
327.6,25.5
327.8,26
328,25.8
328.2,25.3
328.4,26.3
328.6,25.3
328.8,25.8
329,25.3
329.2,25.5
329.4,25.8
329.6,25.5
329.8,26.3
330,25.8
330.2,26.8
330.4,25.3
330.6,24.6
330.8,25.1
331,25.5
331.2,26
331.4,25.3
331.6,26
331.8,25.5
332,26.5
332.2,26.3
332.4,25.8
332.6,26
332.8,25.5
333,26
333.2,25.8
333.4,26
333.6,25.5
333.8,25.3
334,26
334.2,25.5
334.4,25.1
334.6,25.5
334.8,25.8
335,25.5
335.2,24.8
335.4,25.1
335.6,25.8
335.8,25.3
336,25.5
336.2,26.3
336.4,25.3
336.6,25.8
336.8,24.8
337,25.5
337.2,25.3
337.4,25.1
337.6,25.8
337.8,25.1
338,26
338.2,25.5
338.4,25.8
338.6,25.1
338.8,25.8
339,26
339.2,25.5
339.4,25.1
339.6,25.8
339.8,26.8
340,25.3
340.2,25.8
340.4,26
340.6,25.5
340.8,26.3
341,26.3
341.2,26.5
341.4,26.3
341.6,26.8
341.8,25.5
342,25.3
342.2,26
342.4,25.5
342.6,25.8
342.8,25.5
343,25.1
343.2,25.5
343.4,25.3
343.6,25.1
343.8,25.3
344,25.5
344.2,26
344.4,25.8
344.6,25.1
344.8,25.3
345,25.5
345.2,25.1
345.4,25.8
345.6,26.5
345.8,25.1
346,24.8
346.2,25.1
346.4,25.8
346.6,26.3
346.8,25.5
347,25.8
347.2,26
347.4,26.3
347.6,25.8
347.8,25.3
348,25.8
348.2,25.5
348.4,25.1
348.6,25.3
348.8,25.8
349,26
349.2,25.1
349.4,25.3
349.6,25.1
349.8,26
350,25.8
350.2,25.5
350.4,26
350.6,26.3
350.8,25.1
351,25.8
351.2,26
351.4,26.3
351.6,26
351.8,25.3
352,25.8
352.2,25.3
352.4,25.8
352.6,26
352.8,25.8
353,25.5
353.2,25.8
353.4,26
353.6,25.3
353.8,25.1
354,25.8
354.2,25.3
354.4,26
354.6,26.3
354.8,25.8
355,25.5
355.2,25.3
355.4,25.8
355.6,26
355.8,25.5
356,25.1
356.2,25.5
356.4,25.1
356.6,24.8
356.8,25.1
357,25.5
357.2,25.1
357.4,24.8
357.6,25.3
357.8,24.6
358,25.1
358.2,24.6
358.4,25.1
358.6,24.6
358.8,25.1
359,25.8
359.2,24.6
359.4,25.1
359.6,25.3
359.8,25.1
360,25.3
360.2,25.5
360.4,25.1
360.6,25.8
360.8,25.3
361,25.8
361.2,25.5
361.4,25.3
361.6,25.8
361.8,26.3
362,25.8
362.2,26.5
362.4,26.3
362.6,25.3
362.8,26
363,25.3
363.2,24.8
363.4,25.3
363.6,24.8
363.8,25.1
364,26.3
364.2,25.3
364.4,25.8
364.6,25.5
364.8,24.8
365,25.8
365.2,25.3
365.4,25.8
365.6,25.1
365.8,25.8
366,25.1
366.2,25.5
366.4,25.8
366.6,25.5
366.8,25.1
367,26.3
367.2,25.1
367.4,25.3
367.6,25.1
367.8,25.5
368,24.6
368.2,25.5
368.4,26
368.6,25.3
368.8,25.8
369,25.1
369.2,25.5
369.4,25.3
369.6,25.5
369.8,24.8
370,25.5
370.2,25.3
370.4,25.5
370.6,25.3
370.8,26.3
371,26
371.2,25.8
371.4,25.3
371.6,25.5
371.8,24.8
372,25.5
372.2,25.1
372.4,25.8
372.6,25.5
372.8,25.8
373,25.1
373.2,25.3
373.4,24.3
373.6,25.3
373.8,25.1
374,26
374.2,25.8
374.4,25.1
374.6,25.8
374.8,25.3
375,24.8
375.2,24.3
375.4,24.6
375.6,24.8
375.8,25.3
376,25.1
376.2,25.3
376.4,25.1
376.6,24.6
376.8,24.8
377,24.6
377.2,24.3
377.4,24.6
377.6,24.1
377.8,25.3
378,25.1
378.2,25.8
378.4,25.1
378.6,24.8
378.8,25.5
379,25.3
379.2,25.5
379.4,25.3
379.6,24.8
379.8,25.1
380,24.8
380.2,25.1
380.4,24.6
380.6,25.8
380.8,26
381,25.1
381.2,24.1
381.4,25.1
381.6,25.5
381.8,25.1
382,25.8
382.2,25.1
382.4,24.8
382.6,24.6
382.8,25.1
383,24.3
383.2,25.1
383.4,25.5
383.6,24.8
383.8,24.6
384,24.3
384.2,25.1
384.4,25.3
384.6,25.1
384.8,24.8
385,25.1
385.2,24.3
385.4,24.8
385.6,25.1
385.8,25.3
386,25.1
386.2,25.5
386.4,24.6
386.6,24.8
386.8,24.3
387,24.8
387.2,25.1
387.4,24.3
387.6,23.6
387.8,25.3
388,25.1
388.2,25.3
388.4,25.1
388.6,26.3
388.8,26.8
389,25.8
389.2,25.1
