time,mv
40.36,21.9
40.38,21.6
40.40,21.2
40.42,21.6
40.44,21.9
40.46,21.6
40.48,21.4
40.52,21.6
40.54,21.4
40.56,21.9
40.58,20.9
41.00,21.6
41.02,20.9
41.04,21.6
41.06,21.4
41.08,21.6
41.10,21.4
41.12,21.9
41.16,22.1
41.18,21.9
41.20,21.6
41.26,21.2
41.28,19.9
41.30,20.9
41.32,21.2
41.34,21.4
41.36,21.2
41.40,21.9
41.42,21.4
41.44,21.6
41.46,21.4
41.48,20.7
41.50,21.6
41.54,21.4
41.56,21.2
41.58,20.9
42.00,21.2
42.02,21.6
42.04,21.2
42.06,20.9
42.08,21.2
42.10,19.9
42.12,20.7
42.14,20.9
42.16,20.7
42.18,19.7
42.20,20.9
42.24,21.2
42.26,21.6
42.28,20.4
42.32,20.7
42.34,21.2
42.38,21.4
42.40,21.2
42.42,21.4
42.46,21.2
42.48,21.6
42.50,21.4
42.56,21.2
42.58,20.7
43.00,20.9
43.02,21.2
43.08,20.4
43.10,20.9
43.12,21.2
43.20,20.9
43.22,21.6
43.24,21.9
43.26,21.4
43.28,20.7
43.30,20.9
43.34,21.6
43.36,21.9
43.38,20.9
43.42,21.2
43.44,20.7
43.46,20.9
43.48,21.2
43.50,21.6
43.52,21.4
43.54,20.9
43.56,21.2
43.58,21.4
44.00,20.7
44.02,21.4
44.04,20.9
44.06,21.4
44.08,21.2
44.10,20.4
44.12,21.2
44.14,20.9
44.18,21.2
44.20,21.4
44.24,21.9
44.26,20.9
44.30,20.7
44.32,20.4
44.34,21.2
44.36,21.6
44.38,21.4
44.40,21.6
44.44,20.9
44.46,21.2
44.48,20.9
44.52,20.7
44.58,21.2
45.00,20.9
45.02,21.4
45.04,21.2
45.08,20.4
45.10,20.9
45.12,20.7
45.14,20.4
45.16,20.9
45.18,20.4
45.20,20.7
45.22,21.2
45.24,20.9
45.28,20.7
45.32,20.4
45.34,20.9
45.36,19.9
45.38,21.2
45.40,20.4
45.42,20.7
45.44,20.4
45.46,19.9
45.48,20.4
45.50,20.7
45.52,20.4
45.56,20.2
45.58,21.2
46.00,20.4
46.02,21.2
46.04,20.4
46.06,21.2
46.08,20.9
46.10,21.2
46.12,20.7
46.18,21.2
46.20,20.4
46.24,20.7
46.26,20.4
46.28,21.4
46.30,20.2
46.32,20.7
46.34,21.4
46.36,21.2
46.38,20.4
46.40,20.9
46.42,21.4
46.44,20.4
46.46,21.4
46.50,21.9
46.52,21.2
46.54,21.4
46.58,21.2
47.00,21.6
47.02,21.2
47.04,21.4
47.06,20.4
47.10,21.2
47.14,21.6
47.16,20.4
47.18,20.7
47.20,20.4
47.22,21.4
47.24,21.2
47.26,20.7
47.28,20.9
47.30,21.6
47.32,21.2
47.34,20.7
47.36,20.4
47.38,20.9
47.39,20.9
47.40,20.7
47.42,20.9
47.44,20.4
47.46,20.7
47.48,20.4
47.50,20.2
47.54,20.9
47.56,21.2
47.58,20.9
48.00,21.4
48.02,20.9
48.04,20.7
48.06,20.9
48.08,21.4
48.10,21.2
48.14,20.9
48.16,20.2
48.20,21.4
48.22,20.7
48.26,21.2
48.30,21.6
48.34,20.9
48.36,21.2
48.38,20.9
48.40,21.6
48.42,20.9
48.44,21.2
48.46,21.4
48.48,20.7
48.52,21.2
48.54,21.6
48.56,20.9
48.58,21.2
49.00,21.6
49.04,21.4
49.06,20.9
49.08,21.2
49.10,21.4
49.12,21.6
49.14,20.4
49.16,20.7
49.18,20.4
49.20,21.4
49.22,20.4
49.24,20.7
49.26,21.2
49.28,20.7
49.30,20.9
49.34,20.7
49.36,21.2
49.38,21.9
49.42,20.7
49.44,20.9
49.48,21.2
49.50,21.4
49.52,21.2
49.54,20.4
49.56,21.2
49.58,21.9
50.00,21.6
50.02,20.7
50.04,21.2
50.06,20.7
50.12,20.4
50.14,20.7
50.18,20.4
50.20,21.2
50.30,20.9
50.32,21.2
50.34,20.9
50.36,21.6
50.38,21.4
50.40,21.2
50.44,21.4
50.46,20.7
50.48,20.9
50.50,20.4
50.54,20.7
50.58,21.2
51.02,20.7
51.04,21.4
51.06,20.9
51.08,20.7
51.10,20.4
51.14,20.7
51.18,20.4
51.20,20.7
51.22,20.9
51.26,21.2
51.28,20.9
51.30,21.6
51.32,21.4
51.34,20.4
51.38,20.7
51.40,21.4
51.42,21.2
51.44,20.9
51.46,20.4
51.48,20.7
51.52,20.4
51.54,20.9
51.56,21.2
51.58,21.4
52.00,21.2
52.02,21.4
52.04,20.7
52.06,20.4
52.08,20.7
52.10,21.2
52.12,21.9
52.14,21.6
52.16,20.9
52.18,21.4
52.20,22.1
52.22,21.4
52.24,21.2
52.26,21.4
52.28,21.2
52.30,20.7
52.34,21.4
52.36,21.2
52.38,20.4
52.40,20.9
52.42,20.2
52.44,20.9
52.46,21.9
52.50,21.4
52.52,21.2
52.56,21.9
52.58,20.9
53.00,21.6
53.02,21.4
53.04,21.9
53.08,20.7
53.10,21.6
53.12,20.9
53.14,21.2
53.16,21.4
53.18,21.6
53.20,20.9
53.22,20.2
53.24,20.7
53.26,20.9
53.28,21.6
53.30,21.4
53.32,20.7
53.34,20.9
53.36,20.7
53.38,21.4
53.40,21.2
53.42,20.9
53.44,21.4
53.46,21.2
53.48,21.4
53.54,20.7
53.56,21.2
53.58,20.4
54.00,20.7
54.06,20.9
54.08,21.2
54.10,20.2
54.12,20.9
54.16,21.4
54.18,21.2
54.20,20.4
54.24,20.7
54.26,21.2
54.28,20.9
54.30,20.2
54.34,20.9
54.40,20.4
54.42,20.9
54.44,21.6
54.46,21.2
54.48,20.4
54.50,20.9
54.54,21.4
54.56,20.7
54.58,21.4
55.02,19.9
55.04,20.9
55.08,19.9
55.10,20.4
55.16,19.7
55.18,20.2
55.20,20.9
55.22,20.2
55.24,20.4
55.26,20.7
55.28,21.4
55.30,20.2
55.32,20.7
55.34,21.2
55.36,20.7
55.38,20.4
55.40,20.2
55.42,19.9
55.44,20.9
55.46,20.2
55.48,20.4
55.50,19.9
55.52,20.4
55.54,20.9
55.56,20.7
55.58,20.9
56.00,20.7
56.06,20.4
56.10,20.7
56.14,20.4
56.18,19.9
56.20,20.2
56.26,20.9
56.30,20.2
56.36,20.4
56.40,20.2
56.44,20.7
56.48,20.4
56.50,20.2
56.52,20.9
56.54,20.7
56.58,20.4
57.00,20.9
57.02,20.4
57.06,20.2
57.08,20.7
57.10,20.9
57.12,20.7
57.14,21.2
57.18,20.9
57.24,19.9
57.28,20.4
57.30,20.9
57.32,20.4
57.34,20.7
57.36,20.4
57.38,21.2
57.40,20.7
57.42,20.9
57.44,21.2
57.52,21.9
57.54,20.4
57.56,20.9
58.00,21.4
58.02,20.4
58.04,20.7
58.06,21.2
58.08,19.9
58.10,21.2
58.12,20.7
58.14,21.2
58.16,20.7
58.18,20.9
58.20,21.2
58.22,21.4
58.24,20.9
58.26,20.7
58.28,19.7
58.30,19.9
58.32,20.9
58.36,21.2
58.38,20.4
58.40,19.9
58.42,20.4
58.44,20.9
58.46,21.4
58.48,21.6
58.50,21.4
58.52,21.2
58.54,20.9
58.56,20.4
58.58,21.2
59.02,20.4
59.04,20.2
59.08,20.9
59.10,20.4
59.12,19.7
59.14,20.9
59.16,20.2
59.18,19.7
59.20,20.7
59.22,20.9
59.24,20.2
59.28,19.9
59.30,20.4
59.34,19.7
59.36,20.2
59.38,20.4
59.42,21.4
59.44,20.7
59.48,20.9
59.50,20.2
59.52,19.7
59.54,20.4
59.56,21.2
59.58,20.2
00.00,20.7
00.08,19.4
00.10,19.9
00.12,20.7
00.14,20.2
00.18,19.7
00.20,20.4
00.22,20.7
00.26,20.4
00.30,20.2
00.34,19.9
00.36,20.2
00.38,19.9
00.44,20.4
00.46,21.2
00.48,20.4
00.50,20.9
00.52,19.9
00.56,19.7
00.58,19.9
01.00,19.7
01.02,19.9
01.04,19.2
01.06,20.2
01.08,19.9
01.10,19.7
01.12,19.4
01.14,19.9
01.18,20.7
01.20,20.2
01.28,19.9
01.30,20.2
01.32,19.9
01.34,19.7
01.36,20.2
01.38,20.4
01.42,20.7
01.44,20.2
01.46,20.4
01.48,19.9
01.50,20.2
01.52,19.7
01.54,20.2
01.56,20.4
01.58,20.2
02.00,20.7
02.02,20.9
02.04,20.7
02.06,20.2
02.10,20.4
02.12,20.2
02.14,19.9
02.16,20.2
02.18,19.4
02.20,20.2
02.28,19.4
02.30,19.9
02.32,20.4
02.36,20.7
02.42,20.2
02.44,20.4
02.46,20.2
02.48,19.7
02.50,20.2
02.52,20.7
02.56,19.9
03.00,20.4
03.02,19.7
03.04,19.9
03.06,20.2
03.08,20.4
03.10,19.9
03.16,19.7
03.18,20.7
03.22,20.4
03.24,20.7
03.26,20.2
03.28,19.4
03.36,20.4
03.38,19.9
03.44,19.4
03.46,20.2
03.48,19.4
03.50,19.9
03.52,20.2
03.54,19.4
03.56,19.9
04.00,19.4
04.02,19.9
04.04,19.7
04.06,19.9
04.08,19.7
04.12,19.9
04.14,19.7
04.16,19.4
04.18,19.7
04.20,19.9
04.28,20.2
04.32,19.9
04.34,20.2
04.36,20.9
04.38,19.9
04.40,19.2
04.42,19.9
04.44,20.7
04.46,19.4
04.48,19.9
04.50,20.2
04.52,19.9
04.54,20.2
04.56,20.4
04.58,20.2
05.04,19.7
05.06,20.4
05.08,20.2
05.10,19.9
05.12,20.2
05.14,20.7
05.16,20.9
05.18,20.2
05.26,20.7
05.28,19.9
05.30,20.2
05.32,19.9
05.34,19.7
05.38,19.4
05.42,20.2
05.44,19.7
05.48,19.9
05.50,20.4
05.52,20.2
05.54,19.7
05.56,19
05.58,19.9
06.00,19
06.02,20.4
06.04,19.7
06.08,20.2
06.12,20.4
06.14,19.4
06.16,19.9
06.18,20.2
06.20,19.7
06.32,19.9
06.34,19.7
06.38,20.2
06.40,19.4
06.42,20.4
06.44,20.2
06.46,19.9
06.48,19.7
06.50,19.9
06.52,19.4
06.54,20.2
06.58,19.9
07.00,19.7
07.02,20.2
07.04,19.4
07.06,19.9
07.08,19.4
07.12,19.7
07.14,19.2
07.16,19.4
07.18,19.7
07.20,19.4
07.22,19.9
07.24,19.7
07.26,19.2
07.30,19.9
07.34,19.7
07.36,19.2
07.38,19.7
07.40,20.2
07.42,19.4
07.44,19.7
07.46,19.2
07.48,19.4
07.50,18.7
07.52,19.7
07.54,19.2
07.56,19.9
07.58,20.7
08.00,20.2
08.06,19.2
08.14,19.4
08.16,19
08.18,20.2
08.20,19.7
08.22,19.4
08.24,19.7
08.26,19.9
08.28,19.4
08.30,19.7
08.32,19.4
08.34,19.7
08.36,19.9
08.38,19.2
08.40,20.2
08.42,19.4
08.44,19.7
08.46,19
08.48,19.4
08.50,20.2
08.52,19.7
08.56,19.4
09.04,20.2
09.06,19.9
09.08,19.4
09.10,19
09.12,19.7
09.14,19.9
09.16,19.2
09.20,20.2
09.22,19
09.24,19.9
09.26,19.7
09.28,19.4
09.30,19.2
09.32,19.7
09.34,19.4
09.36,19
09.38,19.2
09.40,19.4
09.42,19
09.44,19.2
09.46,19
09.48,19.2
09.54,19
09.56,19.2
10.00,19.4
10.04,19.7
10.06,19.4
10.08,19.2
10.10,19.4
10.14,19
10.16,19.2
10.18,19
10.20,19.7
10.22,18.5
10.24,19.4
10.26,19.7
10.28,19
10.30,19.2
10.32,19.7
10.34,19
10.36,19.4
10.38,19.7
10.40,19.2
10.42,18.7
10.44,19.7
10.46,19
10.48,18.5
10.50,19
10.52,19.2
10.56,18.7
10.58,19.2
11.00,19
11.02,18.7
11.04,19
11.06,19.2
11.08,19.4
11.10,19.2
11.12,19.4
11.14,19
11.16,18.7
11.18,19.4
11.22,19.2
11.24,19
11.26,18.7
11.28,19.4
11.30,19
11.32,19.2
11.34,18.7
11.36,19.7
11.38,19.7
11.40,19
11.42,18.5
11.44,19.2
11.46,19
11.50,18.5
11.52,18.7
11.54,19.7
11.56,19
11.58,19.7
12.02,19.9
12.04,19.2
12.06,19.7
12.08,19.4
12.10,19.2
12.12,19.7
12.14,19.2
12.18,19.7
12.20,19.2
12.22,19
12.24,19.4
12.26,19
12.28,19.2
12.30,19.9
12.32,19.2
12.34,19.7
12.36,19.4
12.38,18.7
12.40,19.7
12.44,19
12.46,19.4
12.48,19.2
12.52,19.7
12.54,19.2
12.56,19.7
12.58,18.7
13.00,19.4
13.02,19
13.04,19.4
13.08,19
13.12,19.4
13.16,19.2
13.18,19
13.24,19.7
13.26,19.2
13.32,19.4
13.34,19
13.38,19.4
13.40,19.7
13.42,19.2
13.44,19
13.46,19.4
13.48,19.2
13.50,19.4
13.58,19
14.00,19.7
14.02,19
14.04,19.9
14.06,19.2
14.14,19.7
14.16,19.9
14.20,19.4
14.26,19.7
14.28,19.9
14.30,19.4
14.32,18.7
14.34,19
14.38,19.4
14.42,19
14.46,20.2
14.48,19.2
14.54,18.7
14.56,19.4
14.58,19.9
15.00,19.2
15.02,18.5
15.06,19.2
15.10,18.5
15.12,19.4
15.14,19.7
15.20,19.2
15.22,19
15.26,19.9
15.28,19
15.30,19.4
15.34,19
15.38,19.4
15.40,19.2
15.44,19
15.48,18.7
15.50,19
15.56,18.5
16.00,18.7
16.04,18.5
16.06,19.2
16.08,18.7
16.10,18.5
16.12,19.4
16.14,19.7
16.16,19
16.18,19.2
16.22,18.5
16.24,19
16.26,18.7
16.28,19
16.30,19.2
16.32,19.7
16.34,19.2
16.36,19.4
16.40,19.2
16.42,19.4
16.46,19
16.48,18.7
16.50,19.4
16.52,19
16.54,18
16.56,19
17.00,19.2
17.02,18.7
17.04,19.2
17.06,19
17.12,18.7
17.14,18.2
17.20,18.7
17.22,18.2
17.24,18.7
17.26,18.5
17.30,19.4
17.32,19.2
17.34,19.4
17.36,19.2
17.38,18.2
17.42,18.5
17.44,19.2
17.46,19
17.50,19.4
17.54,19.2
17.56,19
17.58,19.2
18.00,19
18.02,19.2
18.06,18.7
18.08,19.2
18.10,18.5
18.12,18.2
18.14,18.7
18.16,18.5
18.22,18.2
18.28,19.2
18.30,18.7
18.32,18.2
18.34,18.5
18.38,19.2
18.40,19
18.42,18.5
18.44,19
18.46,18.7
18.48,19.2
18.50,18.5
18.52,18.2
18.54,18.7
18.56,18.5
18.58,18.2
19.00,18.5
19.02,18.7
19.04,18
19.06,18.2
19.08,18.5
19.12,19.2
19.14,18.7
19.20,18.5
19.22,19
19.24,18.7
19.32,18.5
19.34,19
19.35,19
19.36,19.4
19.38,18.7
19.40,18.5
19.44,19.2
19.52,19.7
19.54,18.7
19.56,19.2
19.58,19
20.02,18.5
20.08,19
20.10,18.7
20.14,19
20.18,18.7
20.20,19
20.22,18.7
20.24,18.5
20.26,18.2
20.30,19
20.34,18.2
20.36,19
20.38,19.4
20.40,18.5
20.42,18.7
20.44,17.7
20.46,18.2
20.48,19
20.50,19.2
20.52,18.5
20.54,19
20.58,18.5
21.00,18.7
21.04,19.2
21.06,18.7
21.08,18.5
21.10,18.7
21.14,18.5
21.16,19.2
21.18,18.7
21.20,19
21.22,18.5
21.24,19
21.26,18.5
21.28,19.4
21.30,18.7
21.32,19.4
21.34,19
21.36,19.2
21.38,19
21.40,19.4
21.42,18.7
21.44,18.5
21.46,19.2
21.50,18.7
21.52,19.2
21.54,18.7
21.56,19.2
21.58,19
22.00,18.7
22.04,19.2
22.06,18.7
22.12,18.5
22.16,18.7
22.18,19
22.20,18.5
22.22,18.7
22.24,19
22.26,19.2
22.28,18.7
22.32,19.7
22.34,19.2
22.36,18.5
22.38,19
22.40,18.7
22.42,18.2
22.44,19.2
22.46,18.7
22.48,19.2
22.52,19.4
22.56,18.2
22.58,18.7
23.02,19
23.04,18.7
23.08,19
23.12,19.7
23.14,18.7
23.16,19
23.18,19.2
23.20,19
23.22,19.2
23.24,18.5
23.26,19
23.28,18.7
23.30,19.7
23.32,19.4
23.34,19.2
23.36,19
23.38,19.2
23.42,18.7
23.46,19.4
23.48,19.2
23.50,19.4
23.52,18.5
23.54,18.7
23.56,19
24.00,19.4
24.04,19.2
24.06,19
24.08,18.7
24.10,19.2
24.16,19
24.18,19.2
24.22,19.4
24.24,19.7
24.26,19.2
24.28,19
24.30,19.7
24.32,18.7
24.34,19
24.38,19.7
24.40,19.2
24.42,18.7
24.44,19.4
24.46,19.7
24.48,19.2
24.50,19.4
24.52,19.2
24.54,19
24.56,18.7
24.58,19
25.00,19.4
25.06,19.2
25.10,18.7
25.12,19
25.18,18.5
25.20,19.4
25.22,19.9
25.24,19.4
25.26,19.2
25.28,19
25.30,18.5
25.32,19.2
25.36,19.4
25.38,19.2
25.40,19.4
25.42,19.2
25.44,19.4
25.48,19.2
25.50,19.4
25.52,19.7
25.54,19.2
25.56,19.7
25.58,19.4
26.00,19.2
26.04,19.4
26.06,19.9
26.08,19.4
26.10,19.9
26.12,19.4
26.14,19.2
26.16,19
26.20,19.2
26.22,19.4
26.24,19.9
26.26,19.7
26.28,19.2
26.30,19.7
26.32,19.2
26.36,19
26.38,19.4
26.40,19.7
26.42,19.2
26.44,19.4
26.46,19
26.48,19.4
26.50,19.2
26.54,19.4
26.56,19.2
27.00,19.4
27.02,19
27.04,19.2
27.08,19
27.10,19.2
27.12,19.4
27.14,19
27.16,19.7
27.18,19
27.20,19.2
27.22,19.7
27.24,19.4
27.26,18.7
27.28,19.2
27.34,18.7
27.36,19
27.42,19.4
27.44,19.7
27.46,19.2
27.52,18.7
27.54,19.9
27.56,19.7
27.58,19.2
28.00,19.7
28.02,19.9
28.04,19.4
28.06,19
28.08,19.2
28.12,20.2
28.14,20.4
28.16,19.7
28.18,19.9
28.20,20.2
28.22,20.4
28.24,19.7
28.28,19.9
28.30,19.7
28.32,20.2
28.36,20.7
28.38,19.7
28.40,20.2
28.44,19.7
28.46,19.4
28.50,19
28.52,19.2
28.54,19.9
28.58,19.2
29.00,19.4
29.02,18.7
29.04,19
29.06,19.2
29.08,19.4
29.12,19.2
29.14,19.7
29.16,19
29.18,18.7
29.24,19.2
29.26,19.7
29.28,20.2
29.30,19
29.32,19.2
29.34,19.4
29.36,18.7
29.38,19.2
29.40,19.7
29.42,19
29.44,19.2
29.48,19
29.52,19.4
29.54,19.2
29.56,19
29.58,19.2
30.00,19.4
30.08,19.2
30.10,19
30.16,19.2
30.22,19.9
30.24,19
30.26,19.2
30.30,19.4
30.32,19
30.34,19.2
30.38,19.4
30.40,18.7
30.42,19
30.50,18.7
30.52,19
30.54,19.4
30.56,19.2
30.58,19.4
31.02,19.2
31.06,18.7
31.08,19.2
31.10,18.5
31.12,19.4
31.16,18.5
31.18,19
31.20,18.7
31.24,19.4
31.26,19.2
31.30,18.7
31.34,19
31.36,19.4
31.38,19.2
31.40,18.7
31.42,19.2
31.46,19.7
31.48,19.9
31.50,19.4
31.52,19.9
31.54,19.2
31.56,19.7
31.58,18.7
32.00,19
32.02,19.2
32.04,19.4
32.08,19
32.10,18.7
32.12,19
32.14,18.7
32.16,18.5
32.20,18
32.22,19
32.24,18.7
32.26,19.4
32.28,19.2
32.32,18.5
32.34,18.7
32.36,19
32.38,18.7
32.42,19.4
32.44,19
32.46,19.2
32.48,19.4
32.50,19
32.52,19.2
32.54,18.7
32.56,19.2
32.58,19
33.00,19.2
33.04,19.4
33.06,19.2
33.08,19.4
33.10,19.2
33.12,19.4
33.14,19.2
33.16,19.4
33.20,19.2
33.24,19.4
33.30,19.7
33.32,19
33.34,19.2
33.36,19.4
33.40,18.7
33.42,18.5
33.44,19
33.46,19.2
33.48,19
33.50,19.2
33.54,19
33.56,19.2
34.00,19.4
34.02,19.2
34.06,19.4
34.08,19.2
34.12,18.7
34.14,19
34.16,19.7
34.18,19
34.22,19.2
34.24,19.7
34.26,19
34.28,19.2
34.30,19
34.32,18.7
34.34,18.5
34.36,19.2
34.38,19.7
34.40,18.5
34.42,19
34.46,19.2
34.48,19.4
34.52,19
34.54,19.4
34.56,19.2
34.58,19.4
35.02,19.2
35.06,19
35.12,19.7
35.14,19.2
35.16,19
35.18,19.2
35.20,19
35.22,19.7
35.24,19
35.26,18.5
35.28,19
35.30,19.4
35.32,19
35.37,19
35.38,19.4
35.42,19.2
35.44,19.4
35.46,20.4
35.48,19.4
35.50,19
35.52,19.2
35.54,19
35.58,19.2
36.02,19.4
36.04,19.2
36.08,18.7
36.10,19.2
36.12,19
36.14,18.5
36.16,19.2
36.24,19.4
36.26,19
36.28,19.4
36.30,19.2
36.34,19.4
36.36,19
36.38,19.4
36.40,19.2
36.44,19
36.46,19.4
36.48,19.7
36.50,18.7
36.52,19.9
36.54,19
36.58,19.4
37.02,19.7
37.04,19.2
37.08,19.7
37.14,19.9
37.16,20.2
37.20,19.4
37.24,19.9
37.28,18.7
37.30,19.2
37.32,19.4
37.34,18.7
37.36,19.2
37.40,18.7
37.42,19
37.48,19.2
37.50,19.4
37.54,19.2
37.56,18.7
37.58,19
38.00,18.7
38.02,19.7
38.04,19
38.06,19.4
38.10,19
38.14,19.2
38.18,19
38.22,19.4
38.24,19.2
38.28,19.4
38.30,19.2
38.32,19
38.34,19.9
38.36,19.4
38.40,19
38.42,19.4
38.44,19.9
38.46,19.2
38.50,19.4
38.52,19.2
38.54,18.7
38.56,19.2
39.00,19.7
39.08,19.4
39.10,19.9
39.12,19.7
39.14,19.2
39.20,19
39.22,19.7
39.24,19.4
39.26,19
39.28,19.4
39.30,19.2
39.32,19.4
39.34,19
39.36,19.7
39.38,19.2
39.40,19.4
39.44,19.7
39.48,19.2
39.50,19.4
39.52,19.9
39.54,19.4
39.56,19.7
40.00,19.2
40.02,19.9
40.04,19.7
40.06,19.2
40.08,19.7
40.10,19.4
40.12,19.9
40.14,19.7
40.22,19.4
40.26,19.7
40.28,19.4
40.30,19.7
40.32,19.9
40.34,19.7
40.36,19.2
40.38,19.9
40.42,20.2
40.44,19.7
40.46,19.4
40.48,19.9
40.52,19.7
40.54,20.7
40.56,19.4
40.58,19.2
41.00,19.4
41.06,19.9
41.10,19
41.12,19.9
41.14,19.2
41.16,19.4
41.18,19.2
41.20,19.9
41.22,19.7
41.24,19.9
41.26,19.7
41.28,19.9
41.30,19.4
41.32,19.7
41.34,19.9
41.36,19.2
41.38,20.2
41.40,19.4
41.42,19.7
41.44,19
41.46,19.2
41.48,19.4
41.50,20.2
41.52,19.9
41.54,19.7
41.56,19.4
41.58,19.2
42.00,19.7
42.02,19.4
42.04,19.9
42.10,19.4
42.12,19.2
42.14,19.4
42.16,19.7
42.18,19.2
42.20,19.4
42.22,19.9
42.24,19.7
42.26,19.9
42.28,20.4
42.30,19.7
42.32,20.2
42.34,20.4
42.42,20.7
42.44,20.4
42.46,20.2
42.50,21.6
42.52,20.7
42.54,20.2
42.56,19.4
43.00,20.2
43.02,19.7
43.04,20.2
43.06,21.4
43.08,20.9
43.10,21.2
43.12,20.7
43.14,20.4
43.18,19.9
43.22,20.4
43.24,20.2
43.26,19.7
43.28,20.9
43.32,20.7
43.34,19.9
43.36,20.7
43.37,20.7
43.40,20.9
43.42,20.2
43.44,20.4
43.48,20.7
43.50,20.4
43.52,20.7
43.54,20.9
43.56,20.4
43.58,21.2
44.00,20.2
44.02,20.4
44.04,20.2
44.06,20.7
44.10,20.4
44.12,20.7
44.18,20.2
44.20,19.2
44.22,20.4
44.24,19.9
44.26,20.7
44.30,20.9
44.32,20.7
44.38,20.2
44.40,20.4
44.44,20.2
44.46,20.4
44.48,20.2
44.50,20.9
44.52,21.2
44.54,20.7
44.56,20.4
44.58,20.2
45.00,20.4
45.02,20.2
45.08,19.7
45.14,19.9
45.16,20.4
45.20,19.9
45.22,19
45.24,19.9
45.26,19.4
45.30,19.9
45.32,20.4
45.34,19.2
45.36,19.9
45.40,20.4
45.42,20.2
45.44,20.4
45.46,20.2
45.48,20.4
45.50,20.2
45.52,19.7
45.54,20.9
45.58,20.4
46.00,19.4
46.02,19.9
46.04,20.2
46.06,19.7
46.10,20.4
46.12,20.9
46.14,19.9
46.20,20.7
46.26,21.4
46.28,21.2
46.30,20.7
46.32,20.4
46.40,21.2
46.42,20.9
46.44,20.2
46.46,20.9
46.48,20.4
46.50,20.9
46.52,19.9
46.56,20.2
46.58,20.4
47.00,21.2
47.02,20.7
47.04,19.9
47.06,20.7
47.08,20.4
47.10,21.2
47.12,20.7
47.14,20.2
47.18,20.9
47.20,19.9
47.22,20.7
47.24,20.9
47.30,21.4
47.32,20.9
47.34,21.2
47.36,20.7
47.38,20.4
47.40,20.9
47.42,21.2
47.44,19.7
47.48,20.4
47.52,20.9
47.54,21.2
47.56,20.9
47.58,20.2
48.00,20.7
48.02,21.2
48.04,19.7
48.06,20.9
48.08,21.2
48.10,21.4
48.12,21.9
48.14,20.9
48.16,20.7
48.18,20.9
48.20,21.4
48.22,21.2
48.24,20.9
48.26,21.2
48.28,21.6
48.30,21.2
48.32,20.9
48.36,20.7
48.38,20.4
48.40,20.7
48.42,20.4
48.44,21.6
48.46,20.9
48.48,20.2
48.50,20.9
48.52,20.7
48.54,20.9
48.58,21.4
49.00,20.4
49.02,21.4
49.06,20.9
49.08,20.2
49.10,20.7
49.12,20.4
49.14,20.2
49.16,20.9
49.18,20.7
49.20,20.9
49.22,20.7
49.24,20.9
49.26,20.7
49.30,20.4
49.34,21.2
49.36,21.4
49.38,20.9
49.40,19.7
49.42,20.4
49.44,20.9
49.46,19.9
49.48,20.4
49.52,20.2
49.54,20.4
49.56,20.7
49.58,21.6
50.00,20.4
50.04,19.9
50.06,19.7
50.08,20.2
50.10,19.9
50.12,20.2
50.14,20.4
50.18,21.2
50.20,21.4
50.22,20.9
50.24,20.4
50.26,20.2
50.28,19.9
50.30,20.2
50.32,20.4
50.34,19.9
50.36,20.4
50.40,19.9
50.42,20.4
50.44,20.2
50.46,20.7
50.50,20.2
50.52,20.7
50.56,20.2
50.58,20.9
51.04,21.2
51.06,20.4
51.08,20.7
51.10,20.2
51.12,20.7
51.14,20.4
51.16,20.2
51.18,19.9
51.20,20.4
51.22,19.7
51.24,20.4
51.26,20.7
51.28,20.9
51.30,21.2
51.31,21.2
51.32,20.7
51.34,20.9
51.36,20.2
51.38,19.9
51.40,20.9
51.42,20.7
51.44,20.2
51.46,20.4
51.48,20.7
51.50,20.9
51.52,19.9
51.54,20.9
51.56,20.7
51.58,20.4
52.00,21.2
52.04,20.7
52.06,20.4
52.08,20.2
52.10,21.2
52.12,20.4
52.14,19.9
52.16,19.7
52.18,19.9
52.20,20.2
52.22,20.4
52.24,20.7
52.28,20.2
52.32,20.4
52.34,20.7
52.36,20.4
52.38,20.2
52.40,20.7
52.42,19.9
52.44,19.4
52.46,20.2
52.48,20.7
52.50,20.2
52.52,19.9
52.56,20.4
53.00,20.2
53.02,20.7
53.04,20.4
53.06,19.9
53.08,20.2
53.10,19.9
53.12,20.9
53.14,20.2
53.18,19.7
53.20,20.2
53.22,20.4
53.24,20.7
53.26,19.9
53.28,20.4
53.32,20.2
53.38,20.7
53.42,19.7
53.44,20.7
53.46,19.7
53.48,20.4
53.50,19.7
53.52,20.7
53.54,20.4
53.56,20.7
54.00,20.9
54.04,20.4
54.08,20.7
54.10,20.9
54.16,21.2
54.18,20.4
54.20,20.9
54.22,20.2
54.24,20.4
54.26,20.2
54.28,19.9
54.30,20.2
54.32,19.4
54.34,19.7
54.36,20.7
54.38,20.4
54.40,21.2
54.42,21.4
54.44,21.2
54.46,20.7
54.48,21.2
54.50,20.9
54.52,20.4
54.54,19.9
54.56,21.2
55.00,20.9
55.04,21.2
55.08,20.9
55.12,21.2
55.14,20.9
55.16,20.2
55.18,20.4
55.20,21.2
55.22,20.9
55.24,20.2
55.26,20.7
55.28,20.4
55.34,20.7
55.36,20.2
55.38,20.4
55.40,20.7
55.42,20.2
55.44,20.9
55.52,20.4
55.54,20.2
55.56,19.7
55.58,20.2
56.00,21.4
